	Unnamed: 0	sentiment	sentence
1939	1939	1	airtel g never ceases to disappoint 
1940	1940	1	airtel i think this will never worki have provided this information before but i havent witnessed any improvement you real hoodwinked us with this g 
1941	1941	1	dear ucc uccofficial how long should a service provider take to acknowledge a customers complaint raised through their official complaint channel airtel seem to choose to do nothing about our complaints airtel 
1946	1946	1	airtel y is the network so slow 
1947	1947	1	airtel the process of activating your routers data is painful bought one at acacia mall on st may was told it will take hrs to activate waited for days nothing worked i am stuck at acacia mall since pm up to now pm but nothing worse customer service 
1948	1948	1	airtel well done congs upon ignoring our small inquiries 
1950	1950	1	airtel at airtel ug airtel airteeeeeel how many times have i called you unamused 
1951	1951	1	airtel your network smirk confounded hw can i take hrs offline 
1952	1952	1	banange am hear enjoying free things joy rofl airtel engabudde 
1953	1953	1	airtel kindly help me promote kennedy for being a good customer attendant your my hero okhand 
1954	1954	1	airtel you disconnect my line days after reverification my line is still blocked am a very dissatisfied customer 
1956	1956	1	airtel thank you 
1957	1957	1	i didnt know how much had missed outafricellug gives the real meaning of divorcing airtel 
1960	1960	1	airtel airtel im still waiting for you to unblock my sim i dmed you the number already 
1961	1961	1	airtel thank you very much 
1962	1962	1	everytime i loads my airtime it disappear without my concern airtel i kindly request for your rectification 
1963	1963	1	i dont know why but whenever i call the service toll free no of airtel ts edith who answers my call but ok we shall see 
1965	1965	1	airtel honestly im wondering how on earth i ended up being in someone elses name yet im another person for now weeks but when ever i call the process is in the que after even three times visiting your scs airtel no 
1966	1966	1	hello airtel why is my number unable to make calls and keeps asking that i have to register it i have done the registration multiple times before this is getting frustrating 
1967	1967	1	julianoluckyj airtel but network is terrible in my room 
1970	1970	1	guys airtel please sort your shitty network 
1971	1971	1	airtel why dont you improve yr network tired 
1975	1975	1	fabsumy your airtel people blocked my number a sim card have had for over yrs which l registered when l got my national id the sim card is in my names anyway its been a pleasure 
1990	1990	1	airtel respect my privacy and peace and stop sending messages i never requested for i have never subscribed to these messages from you please disable them from my number 
1991	1991	1	airtel your service is really lucking so frustrated 
1992	1992	1	what does airtel really want your network is soooooo poor please have changes in e systems or workers airtel airtelindia 
1996	1996	1	looks like airtel has decided to did it and lose network connectivity 
1998	1998	1	airtel was the worst all this long weekend even was better you guys got ta get off your ass and pull up 
1999	1999	1	airtel i finally give up had gb loaded gb days of being locked out of mobile internetyou took your gb a visit to your service centres to inquire why am ever full on g but cant even google earned me mockery 
2001	2001	1	mtn guys i can no longer send money to airtel numbers tried two different numbers today anything new i may not know 
2003	2003	1	airtel im so surprised that after two weeks with doing a name edit with you guys my number was put in a certain kikabi julius name yet im kalungiand im told by your service providers that my number is still in the q airtel whats wrong 
2004	2004	1	airtel please temunyiza how can i activate a data bundle and in minutes am at mb unamused 
2005	2005	1	airtel your service of sending mobile money to mtn number is too slow 
2006	2006	1	airtel but why is the network shit right now sob 
2007	2007	1	airtel international calls statesaint goin through yet i have enough credit 
2008	2008	1	airtel seriously your network sucks 
2009	2009	1	airtel should we also avoid this snail paced g internet 
2010	2010	1	airtel how long does it take you guys to transfer money send through worldremit please its so annoying having to waite for days for the money to reach my account 
2011	2011	1	thetravorguy airtel which g joy my grandma in the village is faster than airtel g my brother joy 
2012	2012	1	airtel why do i have to wait four or more days to get back my money that was sent to a wrong number 
2013	2013	1	airtel last week i won you asked my number i sent it but you never called me to correct my ticket 
2014	2014	1	dear airtel stop cutting off my monthly voice subscription before the month is due for once respect my hard earned k that i do not intend to invest any of your thiefing mode 
2015	2015	1	capitanoemma airtel k for calls joy you can as well buy some airtel shares every month untill you can own the company 
2016	2016	1	airtel please airtel stop cheating usu load what u call gb just seconds its off no watching youtube 
2018	2018	1	this kind of g pensive airtel please g was better btw how much is an africell line 
2019	2019	1	airtel your internet is annoyingly slow especially the monthly data bundleswhat could be the problem 
2020	2020	1	mdairtelug from last years you team is fooling me and charging full bill but failing to give services they should give i am pissed off now how can your company cheat like thisyour services are worst a company like airtel is not capable of solving small network issue 
2021	2021	1	pettypatie airtel worst internet i have an africell line just for data all this just because airtel put all the g in karamoja i guess 
2022	2022	1	i want to tweet proper text but airtelugs internet always shuts when im doing my thing 
2023	2023	1	airtel lets help each other here why do you send me such yet you dont have g coverage here send these to the people in karamoja leave me in peace 
2024	2024	1	but airtel one cant simply put one gb of data and the next few minutes you send a warning message tf is wrong with youre system 
2025	2025	1	jkwinna airtel but this has been on since last year bought mine last year and its doing just fine high speeds when the network is stable i am even watching the nba finals off my phone 
2026	2026	1	airtel thanks for ur poor network u now qualify to be useless telephone network g is like g 
2027	2027	1	airtel i didnt know that ur so called g is just useless it takes me mins to receive whatsapp messages 
2028	2028	1	airtel bambi data wange pray its like you are on a mission eehhh pensive 
2029	2029	1	instead of doubling why dont you fix fair prices i pay k on airtel and get the same minutes you offer me at k for a month 
2030	2030	1	airtel why does makindye kizungu have poor airtel network angry 
2031	2031	1	what happened to airtel call back services 
2032	2032	1	airtel well have poor network reception for the last oba how many years whereby you cant call someone at home using airtel even if you both in the same locationits that bad we can even access g for internet 
2033	2033	1	airtel well i had a line but i stopped using because of the poor network and misplaced it happens throughout the whole day for the past years and with only like bars atmost with most times the phone registers emergency mode for airtel network and it for all numbers non specific 
2034	2034	1	airtel when i send call back to someone it shows me successfully submitted but the other person doesnt receive the message 
2035	2035	1	airtel something seriously wrong with your depletion started like at pm the rate at which you depleting a megabyte could be times the normal please check 
2036	2036	1	airtel why is only on friday boss you know people like airtel internet signalstrength a lot thanks happy weekend 
2037	2037	1	airtel please help me activate my simcard sim no its two days and it hasnt been activated i submitted my national id and biometric 
2038	2038	1	airtel you now win an award trophy for poorest network cheii crossedfingers 
2039	2039	1	airtel your internet is the worst ever no g even if h still same story 
2040	2040	1	umemeltd airtel i reported a fluctuating power problem where my yaka is well loaded however the power isnt there and the gadget is showing some network bars increasing and dropping alternately i called several times about weeks ago and every time somebody picked they would say a team 
2041	2041	1	airtel am trying to reach your customer care but cant get through 
2042	2042	1	id resisted upgrading to g internet bt finally i gave it a try amp oops no difference still indicates g amp slow tried changing ltecdma bt alas it refused amp network instead disappeared ive ever used g amp was super fast even in winter is it real or a scam airtel 
2044	2044	1	airtel internet is just overated disappointed af airtel 
2045	2045	1	airtel something is wrong with your data bundles they seem to get depleted faster than mtn even without use note that i blocked background data before performing my experiment 
2046	2046	1	airtel and airtel people what is this data crocodile doing in my phone today june is the last day am buying data bundles from you 
2047	2047	1	airtel hi airtelplease improve on yr internet networkcos u get freaky friday mbs noozilwanyisa okuzimalakoeven other data bundleoba there is a lot of data trafficupgrade the severs to accommodate more lines at g 
2048	2048	1	airtel you guys have the worst customer service in this country client sends money from their airtel line to mtn u dont effect the transactn but deduct their cash and dont refund it even after weeks of repeated calls hw are you still in bznss with such crappy service 
2049	2049	1	airtel twebelelemu this isnt g this is rebranded g 
2050	2050	1	airtel the way your data gets done oflate is so scaring mins after loading u have used u have totally became thugs 
2053	2053	1	for as long as i remember i have been transacting as moses serugo via my airtel line on thursday this week it started registering as crane bank how did this happen 
2058	2058	1	airtel i activated a daily my pakalast bundle but it has been chopped before the hrs what kind of highway robbery is this you will hear from my lawyer very soon 
2060	2060	1	airtel network has been on e since morning here in kawempe smirk 
2061	2061	1	airtel i called someone she didnt pick up and ur call center personnel replied with telling me that the person im calling is not able to pick up calls at this time i turn of the cl and u send me a notification of your call cost you chopped my money why did that happen 
2062	2062	1	hey airtel why did you change the names in which my number is registered in back to the old ones it was in before l changed i guess you would be settled if we chill on you 
2064	2064	1	airtel phone calls cant go through after dialing and calling its gets muted 
2065	2065	1	airtel you have given me an unsolicited voice bundle worth shs yet i had loaded my airtime to buy data and make no mistake i have never subscribed for your automatic bundles efforts to reach you by phone call have proven futile 
2068	2068	1	dramitadeodrami airtel i thought i am the only experiencing it and tired of same routine they tell you when you call customer care like what phone are you using switch off for five min and restart and message with setting they always tell you to accept all dont solve it 
2070	2070	1	airtel thanks guys you are the best 
2071	2071	1	airtel this is unacceptable my mobile money transaction failed money was taken off my account been days now your customer service agents have been asking me to be patient for days and a few hang up on me so rudely this is nonsense really 
2073	2073	1	airtel days later and u still havent resolved my issue and even after several engagements with your customer care they have the same response of issues being at head officewhat happened to customer satisfaction very disappointed 
2077	2077	1	you send too many messages airtel is there a way to unsubscribereceive less i am not interested in the socalled airtel games club for example 
2078	2078	1	not only that but also accessing their airtime is hard mobile money agents claim that airtel airtime is expensive airtel improve your services 
2079	2079	1	this airtel g is a scam 
2080	2080	1	airtel your internet today has been having mood swings barely connecting 
2081	2081	1	airtel its just damn slow and eating my data 
2082	2082	1	airtel you are my guy wink 
2083	2083	1	airtel resolve my pending issue with my agent line i have already lost days worth of business and i am losing more business simply because you refuse to send me a copy of my statement 
2084	2084	1	airtel we have always been friends please forgive my wewole loan expressionless 
2085	2085	1	airtel it will be great and just to correct you it was not autorenewal of voice bundles like i buy a bundle of and when its done you go ahead to chop my remaining balance after the bundle is used up during the call cant you just end the call 
2086	2086	1	ssese overwhelmed buvuma at the lutoboka play ground on match day two of the airtel masaza cup 
2087	2087	1	when ugandans wake up one morning and set fire on every airtel property i will understand because we are tayad with this thuggery i loaded mb turned off my data and went to sleep only to get a text that mins later that ive used of my data 
2088	2088	1	what sacrifice do we need to give the airtel to actually be able to use the data bundles we have paid for 
2089	2089	1	ssmusoke airtel you have options use them 
2090	2090	1	airtel i recently bought datamb for k but i choose the option of one time only not auto renew so u r autorenewingand eating my money without my approval how can i cancel it and whats yo toll free number anyway opio samuel 
2091	2091	1	airtel i havent witnessed any winners 
2092	2092	1	ssmusoke airtel sad africell has not disappointed me in a long time 
2093	2093	1	airtel have sent moneyreceived moneybought data using airtelhave never won anythinghow do u determine your winners 
2094	2094	1	this airtel promotion is just a gimmick i never finish the data because the internet speeds get very slow today im struggling to get kbps im actually struggling to send whatsapp messages whats frustrating is that there might be no viable alternatives 
2095	2095	1	jokes aside but airtel you guys need to up your game this internet is too slow for life humble request regards 
2096	2096	1	airtel thank u wat ov buddu 
2097	2097	1	joannelubega airtel yes i do 
2100	2100	1	airtel thanks very much please 
2101	2101	1	airtel the way i use mm but i hg never ever won airtime 
2103	2103	1	airtel amazing words to get the week moving 
2105	2105	1	airtel after trying to get a company line for over weeks i finally got the line then activating it took days then after days the line is barred the lady who was working on me is unhelpful and unprofessional please get in touch with me and work on it 
2106	2106	1	airtel thanks for the timely response i hope to resolve this issue today 
2107	2107	1	airtel i need a refund for my data ive been downloading my game gb it was at but your g has ruined everything so i have to do it afresh tiredface i cant allow this airtel please do something pout 
2108	2108	1	airtel has just called me with an offer of winning prizes from airtelan obvious lie kindly block it 
2109	2109	1	i have failed to understand the logic airtel gb for ugx k gb ugx gb for ugx k additional gb cost ugx k each 
2110	2110	1	airtel your simcard verification lines at shoprite are heartbreaking five employees surving hundreds of customersmwedeko 
2111	2111	1	airtel thanks for the follow up on my internet connection problem on my phone thumbs up 
2113	2113	1	airtel hi is there an issue with yr umeme payment platform its been mins but no message for units is coming thru 
2114	2114	1	airtel hello i activated a line this afternoon but it is not yet active pse assist 
2115	2115	1	airtel umemeltd customer care has sorted it thanks 
2116	2116	1	not forgetting the poor network rolleyes just here in mukono naye mama smirk airtel angry change please 
2117	2117	1	look at this conditions for postpaid customer airtel is like you are applying for a loan in a bank and they disconnect immediately when your visa expires without confirming if you extendedguys pull up your socks please 
2122	2122	1	airtel they tell us to send that money to when i call the former it wasnt picked and later found it busy will be happy if anything evil can be combated 
2124	2124	1	mtn but you increased your withdrawal charges but some of us have not found it out eeeeeee be like airtel 
2125	2125	1	airtel i sentu my message yo not replying i need my line working i need to do alot of calls 
2126	2126	1	jrachkara airtel i think it sucks how could they disconnect my number yet it is fully registered yesterday callers get that its not in service feedback tiredface disappointedrelieved 
2127	2127	1	hello airtel my name is nakajjubi annet why am i not able to receive or make calls on since yesterday callers get its not in service msg yet it is fully registered 
2129	2129	1	airtel i have been engaging u all this while you still have not solved just a small sim registration why do we even angry 
2131	2131	1	airtel we appreciate this efforts and the csr that you are doing in the country as large however could you please just one more item is still red in your bucket list your g network please work on it 
2132	2132	1	airtel your g is in karamoja not kampala and wakiso where i reside 
2133	2133	1	while your telecom is briefing you about their reduced mm rates airtelugs sending rates have been a max of shs for a while now relieved even if youre sending shs billion joy 
2138	2138	1	ugaman airtel i had to buy an mtn line for data 
2139	2139	1	ugaman airtel airtel give peanuts i bought mbs at pm by pm my data was finished yet i didnt visit any website or facebook i just opened whatsapp and twitter 
2140	2140	1	ugaman airtel gb cant even last for hours yet its meant to last hrs 
2142	2142	1	ugaman airtel the gb for days thing is a lie honestly 
2143	2143	1	ugaman airtel man their data plan is shit 
2144	2144	1	ugaman airtel for my own case i use airtel for calls only but gave up on their data packages mr president dont stress yourself choose another network for data 
2145	2145	1	airtel did you guys block my number because i cant check my balance or even call anyone 
2146	2146	1	airtel whats wrong with your data i only opened twitter for two minutes and i am at we are really fade up of this exploitation 
2147	2147	1	airtel these bundles are made from china they expire in a blink of an eye 
2148	2148	1	ugaman airtel i have more than mbs but i cant even use it sob 
2149	2149	1	capitanoemma airtel they like to use that excuse of background data i restricted all apps but waa 
2150	2150	1	airtel my friend stan log on your system and check my data usage i have only downloaded one video mb and all along i have been on social media does that take up to of gb 
2151	2151	1	airtel and thanks for the network speeds in adjumani and areas around east nile collision no other isp comes close raisedhands least of all mtn still on gsm angry cry 
2153	2153	1	airtel guys i dont know y u hve deliberately refused to activate ma caller tunes i request for byekwaso by bobi wine is all i need 
2154	2154	1	airtel done that several time but wait for the confirmation message wic never comes 
2155	2155	1	ugaman airtel those peopleimmediately u load datait perishes in the next mins who does that even smirk 
2157	2157	1	i have continually ignored ugamans plea to ucc to look into airtelugs data bundles but the experience is really becoming unbearable bundles just disappear like you didnt buy them and there is literally nothing done with the data 
2158	2158	1	airtel my a m account was blocked and i have no time to move to kampala for unblocking can you do something or its the end of using it please business transactions are becoming hard for me yet my guys know only this numberthank you 
2159	2159	1	this feather weight documents has been loading since am i loaded data depleted loaded again thrice but i cant seem to open any mail docs with airtel data uccofficial needs to investigate the quality of data airtel is selling us expensive data that doesnt work 
2160	2160	1	airtel i cant access my airtel money menu when i dial this is what i get plesse advise 
2161	2161	1	dear airtel im tired of consistently putting my phone in flight and off flight mode just to access your supposed g internet let me just cc uccofficial since theyre happy with your service 
2162	2162	1	airtel smartphone network and your android apps are not functioning at all 
2163	2163	1	airtel its a pitty the winners are mobile money agents what the fuck are those the terms and conditions 
2164	2164	1	airtel stan i have dmed this several times and its really tiring complain about same thing just talk to your people you sort out this whole internet mess 
2165	2165	1	airtel when i call your help line i am seeking for customised help not random help so telling me ive not selected an option means your prompt voices dont offer a solution to my challenge up the customer service game 
2166	2166	1	airtel i guess its about that time i switched to africel or mtn your data gets depleted in no time the excuse of you have back ground apps as if we dont know our phones 
2167	2167	1	airtel best data theives in the universe 
2168	2168	1	airtel airtel is now the most unrealistic and cheating telecommunication network in uganda i think it partners with ucc its just like the current parliament of uganda 
2169	2169	1	airtel still no improvement with the signal in ayamiaromo subcounty lira districtplease do something 
2170	2170	1	airtel please dont take me for granted arent there other things to put forward 
2171	2171	1	aishacrailway airtel internet being my friend tell nephew that the answer is roach joy 
2172	2172	1	airtel pliz stop playing with my money how can gb collapse in less than hrs ugaman 
2173	2173	1	airtel the code doesnt work when subscribing for transactions yet we let home wen we registered our simcards 
2174	2174	1	airtel if you read my tweets the network was off all of last weekend with no response from any of your customer service staff available this has now happened weekends in a row 
2176	2176	1	airtel airtel how many times did i call u if yr not careful if anew company comes with good offers you will close like utl yr network fucked up gb now gets finished like mbs one day i slept in darkness coz network was bad couldnt buy yaka 
2178	2178	1	i put a side my ugandatelecom line and got an airtel line but ever since i bought that airtel line and registered it its now three days and its not active dear utl am back home 
2179	2179	1	theevoice airtel they have been numerous complains about airtel data its a high time they paid attention 
2180	2180	1	theevoice airtel the internet speed has been and continues to be a terrible pain in the neck and the way the data runs jesus 
2181	2181	1	dear airtel do you have any plans of giving us finally the original g internet or we should conclude that this was the biggest fraud to ever happen on ugandan soil your internet is a total disappointment 
2182	2182	1	airtel and after you chew it like you are chewing mbs monthly data airtel 
2184	2184	1	airtel why is that somone cant send me money from mtnwhich issues do you two have mwebelelemu 
2185	2185	1	kakyeann airtel thuggery in broad day life the way they chew my gb 
2186	2186	1	why the differences in voice bundles i used to hav mins for about sh i replaced my simcard now my cheapest is mins for sh airtel please explain 
2187	2187	1	airtel whats going on with your airtel money system ive been labouring to send money since yesterday unsuccessfully and now ive received this pointdown 
2188	2188	1	airtel seriously smirk in just less than minutes i have used 
2189	2189	1	airtel its so weak in arua town it never used to be this poor 
2190	2190	1	airtel i have just subscribed airtime for from airtel money but i have received only explain this my issue is urgent i want to make an important call 
2191	2191	1	airtel your internet is driving me nuts i am barely hitting kbps in buwate on your g network 
2192	2192	1	airtel we love you network but this system of using our airtime mbu u have been resubscribed should stop omuntu tageereke ku airtime we 
2198	2198	1	airtel your becoming cheats i subscribe for data after minutes mbu you have used of data when even my data is off how possible is this stop cheating us 
2201	2201	1	airtel is there any reason why my g huwaeii router can not get a connection from pm today on saturday even when i downgrade my network settings to g yet my phone can provide a hotspot that works 
2202	2202	1	can you believe ive been loyal to airtel for so long but their internet is straight whack they keep lying about the g and their bundles aint straight too so sick man grab me an mtn line already 
2203	2203	1	kalungiahmedali airtel next week ill hook you up with mtn line bruh i dropped airtel just because of their fake internet network 
2204	2204	1	i have never seen bigger hypocrites than airtel sijuyiii g triumph fu 
2205	2205	1	a few weeks ago i bought data from airtel and they gave me less all my efforts to get my data back were played down uccofficial cares about what we post than people stealing from us 
2206	2206	1	thanks airtel for sure i am enjoying your services on top of that am also winning wowo airtel pakalast signalstrength 
2207	2207	1	airtel the mbss download is so slow yet i jus upgraded to g as advised is it because of the area code 
2208	2208	1	is the president kagutamuseveni aware that the airtel weekly bundles only lasts for two days in this country 
2209	2209	1	airtel i have been trying to use the airtel money app for a week now in vain i am out of ug in a country with no roaming i use the app frequently for this reason now i can not access my account what is wrong and what can i do 
2210	2210	1	dear airtel this wewole loan is really stressing me and it has grown beyond my wallet size how do i get rid of it without paying it thanks 
2211	2211	1	airtel can you guys tell me what is going on i subscribed to your friday with g each i finished the first subscription the second one now is not connecting atall and i still have lots to do 
2213	2213	1	airtel airtel i am still waiting for a response to my message which i sent to your inbox 
2214	2214	1	airtel we need tax free of social media too and finally your expensive for nothingfirst of all your workers keep using our data we purchase cant belive the gbs you buy valid for a month is used in weeks because we share with your workers our data 
2215	2215	1	the hustle of using airtelugs internet a snail is faster 
2216	2216	1	i wan na thank god for the gift of life youre so great l thank you for this lem me also take this opportunity to thank my internet service providers airtel for providing me with this data to download this car god bless you 
2217	2217	1	airtel so u guys u decided to steal from the sick also u took ma money en claimed ua working on it now almost months shame upon u 
2219	2219	1	the rate at which airtel chews my data u may think their ceo commanded them oyo mumunyige 
2220	2220	1	airtel but how long will the gb last if k for gb cant last the days its slated for 
2221	2221	1	dthconnection stop calling ur self as best i have been complaining since th june about my dthno issues wherein my antenna got damaged but till date no resolution have been calling at but there response is pathetic fedup of airtel dth mdairtelug 
2222	2222	1	airtel why sob poor me im an orphan why stealing my data like this sob in hrs mbu ive already used weekly buddle disappointedrelieved why for sure why 
2224	2224	1	airtelufootball airtel good work 
2225	2225	1	airtel i noticed there was around missing from my number on monday night i was wondering if i can get an account statement to know why the deduction was madethe number is 
2226	2226	1	airtel please be informed that there is no airtel roaming in qatar not any single person is able to roam check up 
2227	2227	1	airtel last nite pm i loaded gb data bundle i havent left home so ive been on wifi all time how have i used of the bundle continue operating with impunity but i remind u thing ug is not europe a change in political guard wil mean an end to many businesses 
2228	2228	1	airtel mwebeleremu whole day without internet yet data is eaten muswaleeko 
2229	2229	1	dear airtel i do believe a brief look into my details will show that akol is a name from teso unsolicited messages nag on their own but sending them in a language that is neither the official language nor my mother tongue is adding insult to injury please refrain 
2230	2230	1	gone in seconds is the exact depiction of airtel data mehn 
2231	2231	1	airtel you people have failed to put back my number onits two weeks now whats the problem really why have you failed to swap my numberi thought its something very simple 
2232	2232	1	airtel your internet in gulu is not good at all today 
2233	2233	1	airtel not really the rate at which your data bundles deplete is high 
2234	2234	1	deejaysaadug airtel man talk about it am soon changing to africell 
2235	2235	1	airtel your frustrating your loyal customers i have contacted you people multiple times but you promise to follow up but nothing happens 
2236	2236	1	dear airtel greetings from me hope this finds you the way you are well with deep concern what honestly became of gb data bundle that lasts daysit seems to be lasting day for the last days yet ive not changed my data consumption in the last months kind regards me 
2237	2237	1	airtel what is this i buy mb and it gets done in minutes because of twitter notifications and whatsapp message is it fair 
2238	2238	1	airtel stop decieving us 
2239	2239	1	airtel your mobile money app has been down for a couple of days 
2240	2240	1	airtel ugandacranes forget the progressing stuff why doesnt the airtel money app work 
2241	2241	1	airtel why isnt the airtel money app not working it gives an error message the error 
2242	2242	1	airtel tumwesigye i upgraded my airtel number to g network in the morning but upto this time it havent changed what would be the problem 
2243	2243	1	airtel hahaha i love the freaky friday but please let it not be gb only 
2244	2244	1	airtel tbh the last time i loaded freaky friday i had to wait for straight hours to download an app of mbs 
2247	2247	1	airtel beckyjuna kylietesa kadobamosesug nickmunich thanks you airtel 
2249	2249	1	day by day airtel network is poor even g and g not working 
2250	2250	1	airtel time i have complane then no result better i throw the airtel sim then i will use mtn 
2251	2251	1	so sad that you take time to call airtel customer care for a reversal of funds sent to wrong number and they simply tell you sorry we cant do anything for you 
2252	2252	1	airtel is too generous these days apart from they still have freaky friday 
2253	2253	1	judemugabi airtel they ignored me upto now 
2254	2254	1	my airtime on two consective times taken without even making any call you dont demand me on any of your platforms naye dala why this broad day robbery with airtel network airtel andsjeff 
2255	2255	1	airtel but surely your ginternet networks apaana 
2256	2256	1	im about to dump airtel your internet has been slow all week whats happening s dialup was way faster 
2257	2257	1	josephowino airtel slowkeay friday 
2258	2258	1	airtel internet is a torture tactic ive been uploading a youtube video since pm its now pm and upload is just at ive even lost syke for friday party airtel mwedeko 
2259	2259	1	helli airtel please check my number replaced my number about two weeks now but it still says not available 
2260	2260	1	airtel g that cant even load a page with downloads of mbps 
2261	2261	1	airtel ive switched to a better mtn i have no time to be fooled around 
2262	2262	1	airtel mbu g network nio nio it takes a full hour to load a page so sad 
2263	2263	1	airtel infinix hot q mbs disappear in thin air in a way i dont understand 
2265	2265	1	dear airtel what does this mean a number i dont know has sent me this just early this week i lost shillings k on my airtel money withdrawn from my number without having given anyone my pincode and without my conset i feel am nolonger safe using airtel for transcatns 
2266	2266	1	airtel ive been trying to buy some umemeltd yaka using airtel money and i keep getting this msg transaction failed with txn id errorcode the combination of supply group code and key revision rev could not be found whats going on 
2267	2267	1	theflyinggoat airtel am disappointed i wasnt helpes at all 
2268	2268	1	airtel just wasted a whole afternoon at your centre on ruth towers and no solution can be provided who switches off a clients number and cant offer a solution who does that you guys are demonstrating your incompetence loud and clear 
2269	2269	1	airtel what is happening with your airtel money platform i have bought ott but its not reflected on my number yet please verify 
2270	2270	1	airtel i just want to know the problem guys i cant buy minutes 
2271	2271	1	airtel i woke up and said an exorcism prayer bse i thought there were demons siphoning my data loaded data at night slept my phone was off and i had no ott i switched on my phone to a youve used of your data msg airtel do you hire ghosts 
2272	2272	1	airtel first focus on your non g network and fix it 
2274	2274	1	airtel count knowledge in usi cant be waiting for you to rectify yo application from pm last night till now imp 
2275	2275	1	theres a time when my airtel internet would just show g and when i would tap anything to download it would already be downloaded in seconds and then they started advertising karamoja g and now i have to wait for minutes to download something 
2276	2276	1	airtel hello airtel so yesterday i paid my ott using airtel money but up to now it hasnt been processedplease help fix this 
2277	2277	1	airtel still no airtel roaming in qatar 
2278	2278	1	airtel your network is bogus these daysyou just cut airtime for unconnected calls 
2279	2279	1	airtel who has hidden the mobile money app from me failed to use the app for months now its nowhere to be seen astonished 
2280	2280	1	airtel the same way africell saved us from expensive but slow data bundles 
2281	2281	1	gadrogers am a ugandan who has suffered from the day i was born had to buy data expensively from fake g networks airtel amp and pay ott on top of that and i never got to do ma dream coss letting me into heaven can be a good consolation for all the suffering dia lord pray 
2282	2282	1	airtel private dns of cloudfare is not passing through your network please resolve 
2285	2285	1	airtel i load data but it becomes useless because of your poor network 
2286	2286	1	so am heading to airtel service center and the lady who sold me a line might not like whats coming her way she has wasted my two weeks for not verifying my number besides whatever she did with my details better be worth it 
2287	2287	1	is it just me or its impossible to make a conversation on airtel these days the moment u start speaking calls drop some time it hangs up while the meter is still reading i believe it started after the introduction of this fake g network 
2290	2290	1	hey airtel really struggling with your connection i have tried with two devices in the picture below but i really cant get anything more than mbps 
2291	2291	1	airtel whatsup with your g internet these days just clocking kbps 
2292	2292	1	hello airtel how long does it take you to reactivate a simcard seems mtn has failed to reactivate mine for six days now 
2293	2293	1	airtel bt wats wrong with my iternet bse every tym says am offline when am connected even with data wats going on pliz 
2294	2294	1	mtn why is it not possible to send mm to airtel number 
2295	2295	1	airtel longlive airtel team g network 
2296	2296	1	airtel tried stopping your promo about data dnd does not stop them can you please stop sending these promos do you have a registration site where i can enter my numbers to stop these thingis 
2297	2297	1	as i was still enjoying my monthly free mbs booom another gb from airtel a big thank you to the smartphone network 
2298	2298	1	airtel done the coverage is really bad soooo bad 
2299	2299	1	airtel something small or portable that can boost the network signal in my ka house signal is weak 
2300	2300	1	airtel you guys are the most shitty networku guys im in isingiro and phone cant even work in gsm mode riyalethat is gn u advertise g 
2302	2302	1	airtel bossi cant access any bar hereso im completely off 
2303	2303	1	airtel this is happening again switching off numbers that have been completely registered its not funny any more 
2305	2305	1	airtel improve your network first am using g but am like using g 
2306	2306	1	airtel fix yoo internet connection asap 
2307	2307	1	airtel whats wrong with your network its very poor this evening 
2308	2308	1	airtel its so slow it doesnt download anything 
2309	2309	1	name something slower than airtel internet ill wait unamused 
2310	2310	1	airtel its been two days with data on my phone and painfully paid otti cant download anything thing be it a document or even send onenot even a picture can be downloaded or shared on my social media platformsbut why 
2311	2311	1	so this is what airtel does when u buy the gb for days it expires in day and then they make sure their freaky fridays data expires before u use it all tetuyambiddwa mu nsi yaffe eno 
2312	2312	1	airtel internet is not my friend 
2313	2313	1	dear airtel your network upcountry is non existent your internet is a lie my problems still persist 
2315	2315	1	airtel thank you and apologies 
2317	2317	1	airtel your airtel money app is fake it no longer does many things 
2318	2318	1	mtn and airtel what happened to the mobile money platform you shared 
2323	2323	1	airtel is really giving bad customer service days and revalidate a sim 
2324	2324	1	airtel the only problem here is about the airtime balance it can be forgotten but there is no way people at service centre can assist 
2326	2326	1	airtel trying to pay bill w airtel money i get response code whats the issue also thanks for the useful sms received upon inserting the sim 
2327	2327	1	airtel with network down 
2328	2328	1	hey africell whats wrong with your internet are you trying to win airtel in having poor services all this data but it doesnt work 
2330	2330	1	so when u keep buying my pakalast calls frequently airtelugthey increase the tarrifs my limit was now i have tarrifs from to sincerely am not that richso annoying sob 
2331	2331	1	all am left to do is smash this ki airtel line this thuggery is too much unamused 
2332	2332	1	kawumabulayimu airtel joy fuck those guys i think this only happens to me i buy credit and mfs dont even put it on my simcard but rather send bogus messages 
2333	2333	1	kiweewaprince airtel there is a network interruption that has caused a delay in token generation when it stabilizes you will receive a message having your token sg 
2334	2334	1	airtel i was not using ma airtel line oftenly so u guys disconnected it so how may you help me should i get a new line or i can reregister ma old number pensive 
2335	2335	1	realthasanta sis u dont know how i love airtel but i see they are dragging me to move on smirk mpulira obusungu i buy my airtime at night and sleep the next morning im trying to buy data naye mbu insufficient balance pout 
2337	2337	1	esthercarol airtel joy my breathe oh lord openhands 
2338	2338	1	muyangalutaaya airtel sorry bt this reply is too rude 
2339	2339	1	why is airtel now days having lots of dropped calls airtel who is the mafia that has infiltrated youotherwise am having second thoughts to return back to my former network dont think loading is easy in this current regime of m 
